datetime,timestamp,solar_power,solar_voltage,solar_current,solar_temperature,wind_power,wind_speed,wind_rpm,battery_soc,battery_soh,battery_voltage,battery_current,battery_temperature,grid_status,grid_voltage,grid_frequency,grid_power,load_demand,load_current,load_voltage,inverter_status,inverter_efficiency,inverter_output_power,ems_action,electricity_cost
2026-05-28 16:38:12,1779966492.4909987,24.98,394.57,63.3,30.49,5.25,7.25,288.7,47.61,99.8,360.14,-94.33,65.0,1,399.66,50.005,-20.0,44.2,192.25,229.92,RUNNING,99.0,44.2,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:13,1779966493.5087903,25.35,393.55,64.42,30.5,2.57,6.35,248.7,47.61,99.8,359.72,-102.05,65.0,1,400.44,50.007,-20.0,44.63,194.33,229.64,RUNNING,99.0,44.63,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:14,1779966494.5301864,25.83,395.16,65.38,29.84,2.37,6.26,244.7,47.6,99.8,359.94,-97.88,65.0,1,397.08,50.013,-20.0,43.43,188.66,230.21,RUNNING,99.0,43.43,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:15,1779966495.5430474,25.32,394.15,64.24,30.67,1.2,5.6,215.5,47.6,99.8,359.74,-101.41,65.0,1,401.36,50.013,-20.0,43.0,187.66,229.14,RUNNING,99.0,43.0,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:17,1779966497.5782323,25.79,394.97,65.29,30.1,1.85,6.0,233.4,47.59,99.8,359.82,-99.83,65.0,1,399.18,49.998,-20.0,43.56,188.49,231.09,RUNNING,99.0,43.56,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:18,1779966498.5943475,25.27,393.06,64.29,29.74,5.45,7.3,291.1,47.58,99.8,360.24,-91.8,65.0,1,402.48,49.992,-20.0,43.79,190.52,229.86,RUNNING,99.0,43.79,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:19,1779966499.6071768,25.75,393.5,65.45,30.07,3.31,6.64,261.9,47.58,99.8,359.94,-97.46,65.0,1,399.05,49.999,-20.0,44.14,191.82,230.12,RUNNING,99.0,44.14,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:20,1779966500.6159801,25.34,395.19,64.12,30.71,5.93,7.42,296.6,47.57,99.8,360.24,-91.69,65.0,1,398.34,49.993,-20.0,44.3,192.68,229.92,RUNNING,99.0,44.3,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:21,1779966501.628888,25.67,392.78,65.36,30.44,2.24,6.2,242.1,47.57,99.8,359.98,-96.56,65.0,1,401.54,49.988,-20.0,42.67,184.79,230.92,RUNNING,99.0,42.67,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:22,1779966502.650413,25.93,392.14,66.13,30.26,3.29,6.64,261.6,47.56,99.8,359.77,-100.43,65.0,1,398.42,49.996,-20.0,45.35,196.73,230.52,RUNNING,99.0,45.35,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:23,1779966503.6679878,25.28,392.78,64.36,30.13,1.76,5.95,231.0,47.56,99.8,359.42,-106.78,65.0,1,401.16,49.985,-20.0,45.42,198.53,228.8,RUNNING,99.0,45.42,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:24,1779966504.6854384,25.95,392.3,66.16,29.88,2.86,6.47,254.2,47.55,99.8,359.82,-99.19,65.0,1,398.26,50.005,-20.0,44.5,192.46,231.19,RUNNING,99.0,44.5,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:25,1779966505.698386,26.04,393.64,66.15,29.93,2.52,6.32,247.7,47.55,99.8,360.1,-93.81,65.0,1,399.56,50.017,-20.0,42.34,184.56,229.41,RUNNING,99.0,42.34,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:26,1779966506.7074366,25.7,392.59,65.47,30.09,2.38,6.26,245.0,47.54,99.8,360.01,-95.39,65.0,1,399.52,49.996,-20.0,42.42,183.82,230.77,RUNNING,99.0,42.42,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:27,1779966507.7162573,26.2,393.2,66.63,30.29,3.07,6.55,257.8,47.54,99.8,360.12,-93.27,65.0,1,401.92,49.981,-20.0,42.86,187.43,228.68,RUNNING,99.0,42.86,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:28,1779966508.7293038,26.59,395.75,67.19,30.33,2.84,6.46,253.8,47.53,99.8,359.76,-99.9,65.0,1,402.39,50.0,-20.0,45.37,197.11,230.18,RUNNING,99.0,45.37,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:30,1779966510.77104,26.87,394.77,68.07,29.95,2.74,6.42,251.9,47.53,99.8,359.91,-97.14,65.0,1,402.64,49.986,-20.0,44.57,194.4,229.27,RUNNING,99.0,44.57,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:31,1779966511.779799,26.49,393.66,67.29,30.16,5.96,7.43,296.9,47.52,99.8,360.65,-83.13,65.0,1,397.2,49.988,-20.0,42.43,185.43,228.82,RUNNING,99.0,42.43,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:32,1779966512.7932458,26.65,395.15,67.45,30.02,2.68,6.39,250.8,47.52,99.8,359.86,-97.87,65.0,1,402.45,49.996,-20.0,44.55,192.44,231.49,RUNNING,99.0,44.55,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:33,1779966513.8099842,26.45,394.2,67.09,30.41,4.19,6.94,275.1,47.51,99.8,359.91,-96.91,65.0,1,402.92,49.985,-20.0,45.52,197.61,230.37,RUNNING,99.0,45.52,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:34,1779966514.8277903,26.57,393.91,67.45,30.54,4.43,7.01,278.3,47.51,99.8,360.15,-92.21,65.0,1,397.73,50.002,-20.0,44.21,191.0,231.48,RUNNING,99.0,44.21,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:35,1779966515.8410122,25.98,395.21,65.75,30.24,4.63,7.07,281.0,47.5,99.8,360.05,-94.1,65.0,1,401.97,50.005,-20.0,44.49,192.62,230.99,RUNNING,99.0,44.49,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:36,1779966516.8604567,25.53,392.02,65.13,30.05,4.79,7.12,283.0,47.5,99.8,360.23,-90.5,65.0,1,401.22,50.004,-20.0,42.92,187.27,229.17,RUNNING,99.0,42.92,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:37,1779966517.8729398,25.42,392.56,64.75,30.63,2.77,6.43,252.5,47.49,99.8,359.53,-103.69,65.0,1,399.23,50.018,-20.0,45.47,197.94,229.71,RUNNING,99.0,45.47,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:38,1779966518.8876934,25.45,393.32,64.7,30.25,2.58,6.35,249.0,47.49,99.8,359.85,-97.46,65.0,1,398.53,50.013,-20.0,43.1,186.71,230.86,RUNNING,99.0,43.1,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:40,1779966520.917881,26.5,394.63,67.16,30.63,5.43,7.29,290.9,47.48,99.8,360.22,-90.39,65.0,1,397.17,50.004,-20.0,44.49,194.15,229.15,RUNNING,99.0,44.49,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:41,1779966521.9321835,27.02,393.12,68.73,30.84,1.25,5.63,217.0,47.48,99.8,360.05,-93.6,65.0,1,399.06,50.009,-20.0,41.97,183.3,228.96,RUNNING,99.0,41.97,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:42,1779966522.9416132,27.44,393.72,69.68,30.91,2.24,6.2,242.1,47.47,99.8,359.8,-98.22,65.0,1,397.22,49.989,-20.0,45.02,195.18,230.66,RUNNING,99.0,45.02,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:43,1779966523.9544673,27.88,392.47,71.03,30.18,1.84,5.99,233.0,47.47,99.8,360.22,-90.14,65.0,1,398.55,49.995,-20.0,42.19,184.23,229.0,RUNNING,99.0,42.19,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:44,1779966524.9671242,28.29,392.67,72.04,30.36,5.47,7.31,291.4,47.46,99.8,360.63,-82.44,65.0,1,397.79,50.005,-20.0,43.49,188.33,230.95,RUNNING,99.0,43.49,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:45,1779966525.9805682,27.72,395.53,70.08,29.82,1.31,5.68,218.9,47.46,99.8,360.06,-93.04,65.0,1,397.29,49.994,-20.0,42.53,185.05,229.83,RUNNING,99.0,42.53,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:46,1779966526.993412,28.0,393.22,71.22,29.9,3.01,6.53,256.8,47.45,99.8,360.3,-88.43,65.0,1,399.13,50.01,-20.0,42.87,186.9,229.36,RUNNING,99.0,42.87,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:48,1779966528.0068183,27.3,394.06,69.29,30.35,3.94,6.86,271.5,47.45,99.8,360.38,-86.91,65.0,1,400.82,49.986,-20.0,42.56,183.86,231.47,RUNNING,99.0,42.56,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:49,1779966529.0201402,27.17,392.45,69.23,30.06,2.72,6.41,251.6,47.44,99.8,360.11,-91.8,65.0,1,399.43,49.993,-20.0,42.95,187.68,228.83,RUNNING,99.0,42.95,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:50,1779966530.0320742,27.35,395.36,69.18,29.97,4.79,7.12,283.0,47.44,99.8,360.58,-82.95,65.0,1,398.09,49.982,-20.0,42.05,183.35,229.35,RUNNING,99.0,42.05,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:51,1779966531.041222,27.27,394.94,69.06,30.51,5.48,7.31,291.4,47.43,99.8,360.45,-85.23,65.0,1,399.09,49.988,-20.0,43.47,188.57,230.51,RUNNING,99.0,43.47,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:52,1779966532.055547,27.84,393.44,70.77,30.12,5.44,7.3,290.9,47.43,99.8,360.44,-85.37,65.0,1,401.12,49.984,-20.0,44.05,191.53,229.98,RUNNING,99.0,44.05,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:53,1779966533.069189,28.46,393.33,72.36,30.83,2.03,6.09,237.4,47.42,99.8,359.8,-97.39,65.0,1,401.36,49.984,-20.0,45.53,198.87,228.97,RUNNING,99.0,45.53,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:54,1779966534.0829563,28.87,395.61,72.98,30.3,3.74,6.79,268.5,47.42,99.8,360.55,-83.26,65.0,1,397.84,49.983,-20.0,42.63,185.86,229.35,RUNNING,99.0,42.63,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:55,1779966535.0965955,28.8,395.09,72.91,30.82,1.68,5.9,229.1,47.42,99.8,359.85,-96.29,65.0,1,399.38,49.993,-20.0,45.13,195.95,230.3,RUNNING,99.0,45.13,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:56,1779966536.1095588,28.63,395.38,72.41,30.55,1.6,5.86,226.9,47.41,99.8,360.12,-91.08,65.0,1,400.55,50.012,-20.0,43.03,186.14,231.14,RUNNING,99.0,43.03,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:57,1779966537.1230395,28.91,393.68,73.44,30.8,2.65,6.38,250.2,47.41,99.8,360.13,-90.86,65.0,1,400.32,49.983,-20.0,44.28,193.55,228.78,RUNNING,99.0,44.28,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:58,1779966538.1378412,28.22,393.23,71.77,30.24,5.94,7.42,296.7,47.4,99.8,360.39,-85.91,65.0,1,399.05,49.996,-20.0,45.12,196.25,229.9,RUNNING,99.0,45.12,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:38:59,1779966539.157943,28.0,394.06,71.05,30.26,1.9,6.03,234.5,47.4,99.8,360.19,-89.56,65.0,1,402.74,49.985,-20.0,42.16,182.52,231.02,RUNNING,99.0,42.16,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:00,1779966540.1724904,28.21,395.03,71.41,30.59,1.06,5.49,210.9,47.39,99.8,359.55,-101.46,65.0,1,401.45,49.981,-20.0,45.75,199.31,229.51,RUNNING,99.0,45.75,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:01,1779966541.1855764,28.26,395.11,71.53,30.57,5.89,7.41,296.0,47.39,99.8,360.26,-88.1,65.0,1,401.03,49.992,-20.0,45.89,199.11,230.5,RUNNING,99.0,45.89,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:02,1779966542.1992168,28.82,395.78,72.83,30.04,1.19,5.59,214.9,47.38,99.8,359.69,-98.7,65.0,1,402.15,50.02,-20.0,45.51,196.8,231.26,RUNNING,99.0,45.51,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:03,1779966543.2135506,29.34,392.21,74.81,30.18,3.76,6.8,268.8,47.38,99.8,360.16,-89.82,65.0,1,398.79,50.005,-20.0,45.45,196.38,231.47,RUNNING,99.0,45.45,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:04,1779966544.2296472,29.14,394.61,73.83,30.6,2.58,6.35,249.0,47.37,99.8,360.08,-91.12,65.0,1,400.27,49.982,-20.0,44.53,193.35,230.33,RUNNING,99.0,44.53,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:05,1779966545.2449098,28.71,393.94,72.89,30.47,5.61,7.34,293.0,47.37,99.8,360.33,-86.42,65.0,1,397.47,49.981,-20.0,45.46,197.8,229.83,RUNNING,99.0,45.46,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:06,1779966546.2588654,28.09,393.06,71.47,30.2,3.29,6.63,261.4,47.36,99.8,360.15,-89.69,65.0,1,400.7,50.015,-20.0,43.68,189.76,230.16,RUNNING,99.0,43.68,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:08,1779966548.2920475,29.36,392.35,74.83,30.4,1.3,5.66,218.4,47.36,99.8,360.05,-91.46,64.63,1,397.98,50.013,-20.0,43.59,189.09,230.52,RUNNING,99.0,43.59,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:09,1779966549.311566,30.05,395.2,76.04,30.35,1.74,5.94,230.7,47.35,99.8,360.23,-87.94,65.0,1,400.68,50.02,-20.0,43.47,188.76,230.29,RUNNING,99.0,43.47,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:10,1779966550.3238063,30.27,394.36,76.77,30.45,3.81,6.82,269.6,47.35,99.8,360.24,-87.75,65.0,1,397.28,50.019,-20.0,45.69,198.67,229.97,RUNNING,99.0,45.69,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:11,1779966551.3377204,30.48,393.05,77.54,30.03,1.92,6.03,234.9,47.34,99.8,360.53,-82.21,65.0,1,398.99,50.02,-20.0,42.04,183.92,228.59,RUNNING,99.0,42.04,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:12,1779966552.3456042,31.07,393.06,79.03,29.71,5.26,7.25,288.9,47.34,99.8,360.95,-74.36,65.0,1,398.22,50.006,-20.0,43.17,188.21,229.38,RUNNING,99.0,43.17,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:13,1779966553.3607469,30.67,394.3,77.77,30.05,2.82,6.45,253.4,47.34,99.8,360.15,-89.24,65.0,1,400.81,49.992,-20.0,45.63,199.49,228.74,RUNNING,99.0,45.63,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:14,1779966554.3756921,31.1,392.93,79.15,30.43,3.41,6.68,263.4,47.33,99.8,360.41,-84.29,65.0,1,401.05,50.01,-20.0,44.89,196.27,228.73,RUNNING,99.0,44.89,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:15,1779966555.390294,31.66,392.29,80.71,29.79,2.43,6.29,246.1,47.33,99.8,360.27,-86.74,65.0,1,400.34,50.014,-20.0,45.34,198.26,228.67,RUNNING,99.0,45.34,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:17,1779966557.4181354,31.54,392.79,80.3,29.83,1.23,5.62,216.4,47.32,99.8,359.99,-91.92,65.0,1,402.72,49.998,-20.0,45.86,198.47,231.07,RUNNING,99.0,45.86,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:18,1779966558.4301615,31.6,393.15,80.38,29.88,1.43,5.75,222.3,47.32,99.8,360.48,-82.69,65.0,1,397.88,49.986,-20.0,42.84,185.32,231.18,RUNNING,99.0,42.84,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:19,1779966559.4440904,31.88,393.69,80.97,30.28,4.12,6.92,274.0,47.32,99.8,360.86,-75.49,65.0,1,402.7,49.98,-20.0,43.24,189.06,228.7,RUNNING,99.0,43.24,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:20,1779966560.460605,31.48,395.63,79.58,30.59,4.39,7.0,277.8,47.31,99.8,360.45,-83.12,65.0,1,399.63,49.99,-20.0,45.83,198.43,230.95,RUNNING,99.0,45.83,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:21,1779966561.4917276,31.34,393.22,79.7,30.43,5.53,7.32,292.0,47.31,99.8,361.03,-72.24,65.0,1,402.71,50.004,-20.0,42.95,187.59,228.99,RUNNING,99.0,42.95,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:22,1779966562.5064325,31.52,393.98,80.0,29.55,2.12,6.14,239.5,47.3,99.8,360.25,-86.8,65.0,1,397.4,49.992,-20.0,44.91,195.21,230.04,RUNNING,99.0,44.91,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:23,1779966563.520879,31.54,395.1,79.83,30.46,4.27,6.96,276.1,47.3,99.8,360.91,-74.31,65.0,1,398.66,49.996,-20.0,42.63,184.74,230.76,RUNNING,99.0,42.63,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:24,1779966564.5342214,31.09,393.34,79.04,29.97,2.42,6.28,245.7,47.29,99.8,360.41,-83.63,65.0,1,400.59,49.99,-20.0,43.65,190.51,229.15,RUNNING,99.0,43.65,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:25,1779966565.5473723,31.38,395.24,79.4,29.97,3.57,6.73,265.9,47.29,99.8,360.31,-85.4,65.0,1,401.74,50.004,-20.0,45.72,198.0,230.9,RUNNING,99.0,45.72,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:27,1779966567.576623,32.08,393.24,81.58,30.09,3.34,6.65,262.2,47.29,99.8,360.59,-80.06,63.89,1,398.32,49.997,-20.0,44.29,193.22,229.2,RUNNING,99.0,44.29,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:28,1779966568.5917754,31.59,395.29,79.92,29.85,2.41,6.27,245.5,47.28,99.8,360.48,-82.17,64.67,1,399.85,49.983,-20.0,43.62,190.58,228.87,RUNNING,99.0,43.62,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:29,1779966569.604766,31.43,395.65,79.43,29.8,1.09,5.51,211.7,47.28,99.8,360.47,-82.2,65.0,1,401.87,49.987,-20.0,42.15,183.4,229.85,RUNNING,99.0,42.15,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:30,1779966570.6188152,31.95,395.54,80.77,29.48,3.46,6.7,264.3,47.27,99.8,360.89,-74.29,65.0,1,400.25,49.992,-20.0,42.22,182.48,231.35,RUNNING,99.0,42.22,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:31,1779966571.6322346,32.14,393.4,81.71,29.8,1.44,5.76,222.6,47.27,99.8,360.41,-83.27,65.0,1,398.09,50.018,-20.0,43.59,190.42,228.93,RUNNING,99.0,43.59,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:32,1779966572.6423166,32.31,395.06,81.78,30.06,5.78,7.38,294.9,47.27,99.8,360.91,-73.67,65.0,1,402.16,49.997,-20.0,44.68,193.51,230.88,RUNNING,99.0,44.68,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:33,1779966573.6618474,32.23,392.38,82.14,30.15,4.96,7.17,285.2,47.26,99.8,360.59,-79.59,65.0,1,399.31,50.006,-20.0,45.89,198.94,230.67,RUNNING,99.0,45.89,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:34,1779966574.6751184,32.32,395.18,81.78,30.52,3.85,6.83,270.2,47.26,99.8,360.67,-78.02,65.0,1,400.03,50.009,-20.0,44.31,191.42,231.45,RUNNING,99.0,44.31,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:35,1779966575.6936133,31.96,393.21,81.27,29.71,1.86,6.0,233.5,47.25,99.8,360.65,-78.44,65.0,1,398.92,49.992,-20.0,42.11,182.59,230.61,RUNNING,99.0,42.11,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:37,1779966577.7306786,31.16,393.54,79.17,30.19,3.34,6.65,262.3,47.25,99.8,360.42,-82.6,64.15,1,397.36,50.01,-20.0,44.27,191.58,231.08,RUNNING,99.0,44.27,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:38,1779966578.7456312,31.04,394.15,78.75,30.15,2.09,6.13,238.9,47.24,99.8,360.32,-84.48,65.0,1,401.17,49.991,-20.0,43.57,189.8,229.53,RUNNING,99.0,43.57,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:39,1779966579.7628672,30.56,391.97,77.96,30.22,6.05,7.45,297.8,47.24,99.8,360.7,-77.24,65.0,1,402.17,49.995,-20.0,44.47,193.64,229.64,RUNNING,99.0,44.47,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:40,1779966580.777243,30.44,395.36,76.99,29.92,3.55,6.73,265.6,47.24,99.8,360.41,-82.63,65.0,1,400.8,50.008,-20.0,43.77,191.06,229.1,RUNNING,99.0,43.77,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:41,1779966581.7920082,30.86,394.65,78.18,29.9,4.06,6.9,273.3,47.23,99.8,360.34,-83.73,65.0,1,399.87,50.014,-20.0,45.09,195.73,230.36,RUNNING,99.0,45.09,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:42,1779966582.8104277,31.09,395.53,78.59,30.55,5.85,7.4,295.7,47.23,99.8,360.86,-73.99,65.0,1,399.77,49.999,-20.0,43.64,189.67,230.08,RUNNING,99.0,43.64,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:43,1779966583.826761,31.45,393.83,79.86,29.57,4.54,7.05,279.8,47.22,99.8,360.42,-82.07,65.0,1,400.29,49.997,-20.0,45.57,199.15,228.83,RUNNING,99.0,45.57,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:44,1779966584.843129,31.24,395.09,79.07,29.63,2.41,6.27,245.5,47.22,99.8,360.24,-85.36,65.0,1,400.72,49.987,-20.0,44.4,194.08,228.76,RUNNING,99.0,44.4,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:45,1779966585.8609567,30.86,393.44,78.44,30.52,1.29,5.66,218.1,47.21,99.8,360.27,-84.71,65.0,1,401.68,49.983,-20.0,42.67,184.78,230.9,RUNNING,99.0,42.67,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:46,1779966586.8694491,31.1,392.68,79.2,30.3,3.86,6.83,270.2,47.21,99.8,360.58,-78.93,65.0,1,398.98,49.981,-20.0,43.42,189.57,229.06,RUNNING,99.0,43.42,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:47,1779966587.8851502,31.69,392.29,80.77,30.27,5.02,7.18,286.0,47.21,99.8,360.99,-71.25,65.0,1,398.51,49.982,-20.0,42.43,184.8,229.58,RUNNING,99.0,42.43,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:48,1779966588.8977811,31.92,394.66,80.88,30.39,3.35,6.66,262.5,47.2,99.8,360.54,-79.55,65.0,1,402.49,50.014,-20.0,43.95,192.28,228.56,RUNNING,99.0,43.95,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:49,1779966589.9105587,32.21,395.35,81.47,30.5,3.61,6.75,266.5,47.2,99.8,360.87,-73.21,65.0,1,400.29,49.991,-20.0,42.24,182.55,231.38,RUNNING,99.0,42.24,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:50,1779966590.9241126,31.75,392.87,80.82,30.24,5.01,7.18,285.7,47.19,99.8,360.48,-80.53,65.0,1,400.24,49.997,-20.0,45.79,200.14,228.8,RUNNING,99.0,45.79,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:52,1779966592.9580314,31.84,394.14,80.78,30.06,1.51,5.8,224.5,47.19,99.8,360.02,-88.97,64.5,1,402.53,50.006,-20.0,45.38,196.85,230.54,RUNNING,99.0,45.38,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:53,1779966593.9798489,31.28,395.27,79.14,30.36,3.34,6.65,262.3,47.18,99.8,360.18,-85.9,65.0,1,397.73,50.014,-20.0,45.56,198.5,229.55,RUNNING,99.0,45.56,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:54,1779966594.993685,31.09,395.51,78.61,29.55,4.41,7.01,278.1,47.18,99.8,360.32,-83.18,65.0,1,398.1,50.018,-20.0,45.47,197.92,229.72,RUNNING,99.0,45.47,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:56,1779966596.008258,31.43,392.25,80.13,30.36,4.76,7.11,282.7,47.17,99.8,360.45,-80.68,65.0,1,399.6,50.002,-20.0,45.27,198.04,228.59,RUNNING,99.0,45.27,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:57,1779966597.0218103,31.95,393.35,81.22,29.9,2.3,6.22,243.3,47.17,99.8,360.4,-81.55,65.0,1,400.93,50.007,-20.0,43.64,190.12,229.52,RUNNING,99.0,43.64,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:58,1779966598.0367482,32.55,394.99,82.42,30.05,1.78,5.96,231.6,47.17,99.8,360.05,-88.07,65.0,1,397.56,50.012,-20.0,46.04,201.43,228.59,RUNNING,99.0,46.04,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:39:59,1779966599.0500524,32.87,392.37,83.78,30.4,2.61,6.36,249.5,47.16,99.8,360.45,-80.51,65.0,1,398.42,50.011,-20.0,44.5,193.76,229.67,RUNNING,99.0,44.5,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:40:00,1779966600.0596116,32.78,391.92,83.65,30.02,5.9,7.42,296.2,47.16,99.8,360.8,-73.81,65.0,1,402.46,49.985,-20.0,45.31,196.18,230.96,RUNNING,99.0,45.31,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:40:01,1779966601.0717697,32.86,393.47,83.5,29.61,1.45,5.76,222.8,47.15,99.8,360.53,-78.91,65.0,1,402.31,50.003,-20.0,42.76,185.75,230.22,RUNNING,99.0,42.76,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:40:02,1779966602.083458,33.08,392.55,84.28,30.04,1.48,5.79,223.9,47.15,99.8,360.33,-82.45,65.0,1,400.77,49.984,-20.0,44.27,192.88,229.52,RUNNING,99.0,44.27,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:40:03,1779966603.1007252,33.66,392.31,85.79,30.49,3.63,6.75,266.9,47.14,99.8,360.6,-77.4,65.0,1,397.13,50.006,-20.0,45.2,197.47,228.89,RUNNING,99.0,45.2,RL_OPTIMIZED_DISPATCH,0.0
